xcoord,ycoord
45.9511496867,-109.423828125
45.583289756,-108.45703125
45.3984499763,-109.3798828125
45.7675229621,-110.302734375
46.5890690831,-110.654296875
46.8902315736,-111.62109375
47.3388226948,-111.09375
47.3685943452,-109.775390625
48.4292005556,-110.1708984375
48.166085419,-111.708984375
47.6949743419,-110.654296875
47.9310663475,-109.423828125
48.166085419,-110.91796875
47.6357835909,-111.7529296875
47.159840013,-112.236328125
48.0193241848,-113.203125
48.8936153615,-112.2802734375
48.166085419,-112.3681640625
46.9802523552,-113.466796875
46.5588603031,-112.587890625
45.9205873447,-111.4892578125
45.3984499763,-112.412109375
45.0269504532,-111.4453125
45.3058025994,-110.1708984375
44.4965053311,-109.8193359375
44.2137099097,-110.6982421875
43.3571382221,-110.8740234375
43.32517768,-109.775390625
43.7710938178,-110.0390625
44.6217540962,-108.4130859375
43.7075935041,-108.3251953125
42.3260624446,-108.3251953125
42.3585439175,-109.423828125
42.5854442574,-109.9072265625
42.9403392336,-111.708984375
43.3890819391,-112.060546875
43.6758180933,-112.6318359375
43.6758180933,-113.6865234375
42.7792753602,-113.8623046875
42.7792753602,-113.115234375
43.2612061248,-113.1591796875
44.3395652481,-112.3681640625
43.7393520792,-111.26953125
44.8091217001,-112.32421875
44.7467332402,-113.115234375
44.1506811598,-113.203125
44.4023918291,-113.73046875
44.9958826182,-113.73046875
45.6754821756,-113.203125
45.8594121279,-114.2138671875
46.2254528823,-113.37890625
46.3772542051,-114.345703125
46.7398605997,-114.521484375
47.4280872617,-113.8623046875
47.2494069579,-114.5654296875
47.5468715989,-114.9609375
47.100044694,-115.6201171875
46.6494361634,-115.576171875
46.0732306254,-114.609375
45.3984499763,-115.0927734375
45.7981695302,-115.9716796875
45.0890355648,-116.2353515625
45.0580014354,-115.3125
44.370986963,-114.873046875
43.9611906389,-115.4443359375
44.370986963,-116.2353515625
43.802818719,-116.2353515625
43.1651226316,-115.7080078125
43.4848121289,-115.0048828125
42.8115217451,-114.8291015625
42.3910086092,-115.2685546875
42.3910086092,-116.4111328125
42.908160072,-116.630859375
42.1634034242,-113.7744140625
42.1959687763,-112.8955078125
42.2610491621,-111.9287109375
46.5890690831,-116.2353515625
47.3090342477,-116.3671875
47.7540979797,-116.4111328125
47.6949743419,-115.7080078125
48.5166043489,-115.7080078125
48.0193241848,-115.1806640625
48.4292005556,-116.8505859375
48.4292005556,-114.1259765625
47.8426576282,-114.3017578125
48.4583518828,-118.2568359375
48.3416461724,-117.685546875
47.7245445491,-117.2900390625
47.1299507567,-117.7294921875
47.7540979797,-118.30078125
48.0487099429,-119.2236328125
47.1897124645,-118.9599609375
46.0427356538,-118.30078125
46.8301336404,-118.6962890625
46.7097359441,-117.9931640625
46.3165841818,-117.421875
45.4909456926,-117.421875
45.521743897,-118.6083984375
46.2862239181,-119.1796875
46.4681329922,-120.0146484375
46.9502622422,-120.0146484375
47.7245445491,-120.1025390625
48.5166043489,-120.4541015625
48.6038576082,-121.4208984375
47.9605023889,-121.201171875
46.7398605997,-121.376953125
46.8000594468,-121.9482421875
46.3165841818,-121.728515625
46.103708756,-120.76171875
44.7779358963,-120.7177734375
44.8714427502,-119.619140625
45.1510532656,-119.9267578125
45.4292987326,-120.8056640625
45.9511496867,-120.05859375
45.4601306379,-119.5751953125
44.6530241598,-118.6083984375
44.2137099097,-119.091796875
44.0875850282,-117.861328125
43.2932003139,-117.861328125
43.6122167682,-118.388671875
42.7147321854,-118.564453125
42.7147321854,-117.9052734375
42.6177914328,-117.4658203125
41.902277041,-117.0703125
41.902277041,-115.3564453125
41.4427263777,-114.6533203125
41.9676592037,-114.521484375
41.574361306,-116.1474609375
41.2778064674,-114.0380859375
41.4427263777,-113.2470703125
41.5085772974,-111.796875
41.5085772974,-110.7421875
42.0329743324,-110.7861328125
42.3910086092,-110.8740234375
41.9349765005,-109.6875
41.7713116798,-108.3251953125
42.0329743324,-107.4462890625
42.9403392336,-108.1494140625
42.9403392336,-109.4677734375
42.455887642,-106.69921875
43.229195114,-105.9521484375
43.9928145005,-105.64453125
44.370986963,-105.380859375
44.370986963,-107.666015625
44.8091217001,-107.5341796875
45.2439534226,-107.7099609375
43.0688877742,-105.4248046875
43.6440258477,-105.380859375
43.3890819391,-104.6337890625
42.3585439175,-105.6005859375
41.902277041,-105.7763671875
41.869560827,-106.787109375
41.2117215105,-106.9189453125
41.2447723431,-107.7978515625
41.2778064674,-109.248046875
40.6806380252,-110.126953125
40.6473035625,-109.4677734375
40.6473035625,-108.193359375
40.6473035625,-106.34765625
41.1786539723,-105.6884765625
40.9135125761,-105.2490234375
41.7385284694,-104.1943359375
44.1822039577,-120.3662109375
43.6758180933,-120.322265625
43.5803908556,-122.2998046875
43.1330611624,-121.7724609375
44.0875850282,-121.7724609375
44.6530241598,-121.7724609375
40.6473035625,-116.3232421875
41.0793511495,-118.3447265625
41.8040781443,-118.3447265625
42.3260624446,-119.267578125
43.2612061248,-120.3662109375
45.8900081587,-122.9150390625
46.8000594468,-122.9150390625
40.9467136651,-118.9599609375
41.5414776668,-120.5859375
42.6177914328,-119.794921875
42.8115217451,-120.6298828125
42.0656067541,-120.8935546875
39.6395375644,-116.4990234375
41.2447723431,-116.8505859375
36.2088230928,-116.1474609375
36.6684189189,-117.2021484375
37.8921955472,-117.24609375
37.8575071563,-118.125
37.8575071563,-118.828125
38.9252290471,-118.828125
39.1982053489,-119.70703125
39.6056881783,-119.7509765625
40.2124407183,-120.05859375
39.9771200984,-120.5419921875
40.6473035625,-121.11328125
40.2795256688,-118.6083984375
40.6139524412,-117.509765625
40.0444375846,-115.048828125
39.3342974298,-113.7744140625
39.4701251224,-112.8515625
40.2795256688,-113.0712890625
40.2795256688,-113.9501953125
40.4469470596,-114.345703125
38.7883453551,-112.939453125
37.8575071563,-111.708984375
37.8575071563,-113.291015625
38.4105582509,-114.1259765625
39.6056881783,-114.5654296875
39.0277188402,-115.400390625
39.2662844221,-109.9072265625
39.4701251224,-110.830078125
40.3465441212,-110.9619140625
39.7071866568,-109.3359375
38.8910328265,-106.34765625
39.8760194196,-106.875
37.9961626797,-110.1708984375
38.548165423,-110.5224609375
38.6168704639,-111.533203125
38.4105582509,-108.9404296875
38.4105582509,-107.841796875
39.1300602421,-107.9296875
40.1452892957,-107.841796875
40.4134960497,-107.314453125
39.7071866568,-108.1494140625
38.1345565771,-106.435546875
37.8575071563,-105.7763671875
37.3002752813,-106.0400390625
36.8444607408,-105.4248046875
36.1378747184,-105.99609375
36.2088230928,-106.962890625
37.3352243593,-106.787109375
37.5097258429,-107.5341796875
38.5825261594,-107.3583984375
38.8910328265,-105.8203125
39.0277188402,-105.2490234375
39.4701251224,-105.556640625
39.7071866568,-104.5458984375
40.3800284025,-104.5458984375
37.6142314154,-104.1064453125
37.9961626797,-103.623046875
37.0902398031,-103.53515625
36.2088230928,-104.0185546875
36.4212824436,-104.853515625
35.3890499669,-105.1171875
34.8859309408,-105.908203125
34.8859309408,-106.875
34.8859309408,-107.4462890625
34.1981730963,-108.0615234375
35.1019340572,-109.2041015625
36.4566360116,-109.3798828125
36.4566360116,-107.8857421875
35.639441069,-111.708984375
36.9850030929,-111.708984375
36.9850030929,-111.09375
35.8534396196,-111.09375
34.2708359517,-110.7421875
34.0162418897,-109.248046875
33.9068955513,-110.478515625
33.9068955513,-112.236328125
35.029996369,-112.2802734375
35.3532161012,-112.8955078125
36.3859127729,-112.67578125
35.6037187407,-109.16015625
38.4449846689,-100.5908203125
38.4793946733,-103.4912109375
37.4050737502,-101.953125
40.0444375846,-102.65625
39.4022443403,-102.7880859375
38.272688536,-101.953125
38.5137882595,-102.7001953125
39.3002991862,-101.3818359375
40.1116886656,-101.6455078125
41.574361306,-96.943359375
40.2459915042,-96.8994140625
39.6395375644,-95.80078125
38.5137882595,-96.85546875
38.1345565771,-95.9326171875
37.6142314154,-96.3720703125
36.5626000374,-97.3828125
36.1023764487,-98.8330078125
37.6838203267,-98.61328125
36.0668621326,-100.0634765625
38.1345565771,-100.0634765625
37.0551771067,-101.6015625
35.6037187407,-101.6015625
34.4522184728,-99.7998046875
33.2846199689,-97.2509765625
33.1007454051,-98.5693359375
33.4314413356,-100.72265625
34.6693585452,-102.041015625
35.5322262277,-102.7001953125
37.5097258429,-102.568359375
37.3002752813,-99.8876953125
34.4522184728,-94.7021484375
34.9219710362,-96.416015625
33.4314413356,-95.80078125
32.0639555947,-94.8779296875
32.212801068,-97.03125
32.212801068,-99.84375
33.02708758,-101.6015625
33.6877817584,-102.9638671875
34.4522184728,-103.8427734375
33.9433599466,-105.556640625
33.1375511923,-107.0068359375
33.3213485267,-108.017578125
32.0267062933,-104.150390625
32.9902355597,-101.162109375
34.0162418897,-101.07421875
35.2456190942,-100.6787109375
36.879620605,-100.9423828125
37.3701571841,-97.03125
36.7036595972,-98.61328125
35.1019340572,-97.822265625
36.1378747184,-93.7353515625
35.1378791196,-94.04296875
36.1023764487,-95.009765625
36.879620605,-95.09765625
36.879620605,-94.482421875
36.914764289,-92.3291015625
35.2815006579,-92.63671875
33.8704155509,-93.427734375
33.5780147461,-94.5703125
32.7318408969,-94.9658203125
32.5097617359,-96.4599609375
33.6512082992,-97.998046875
34.9940037576,-99.5361328125
34.5970415161,-98.4814453125
31.5036293058,-101.162109375
32.2499744559,-102.568359375
31.1281992991,-102.8759765625
30.1831218422,-100.810546875
29.649868678,-99.228515625
30.5244132699,-99.3603515625
30.5244132699,-97.4267578125
32.1384086968,-98.2177734375
32.7688004849,-99.052734375
33.2478759479,-99.0966796875
37.4399740523,-91.318359375
38.5137882595,-93.251953125
37.8228024335,-94.3505859375
39.3682791492,-94.1748046875
41.1786539723,-94.7900390625
42.1959687763,-94.3505859375
40.5805846641,-91.58203125
37.8921955472,-88.6376953125
37.474858085,-88.9453125
36.6331620956,-90
34.9940037576,-88.857421875
35.4248679193,-90.87890625
32.5097617359,-90.4833984375
33.2846199689,-91.8896484375
33.6146192923,-91.0546875
33.7608820009,-92.021484375
33.7608820009,-90.3515625
37.7533440131,-87.978515625
36.0313317763,-86.0888671875
34.7777158036,-87.1875
34.7777158036,-85.869140625
33.9433599466,-86.572265625
33.9433599466,-87.4072265625
34.1254475651,-89.2529296875
32.4726950221,-88.6376953125
33.7243396617,-83.4521484375
35.2456190942,-83.4521484375
36.6331620956,-85.3857421875
36.7740924946,-83.4521484375
37.5097258429,-85.4296875
38.7198047426,-89.6044921875
39.9097362345,-92.1533203125
40.6806380252,-93.515625
42.3585439175,-91.9775390625
42.5206995291,-94.5703125
44.6530241598,-93.2080078125
43.7710938178,-97.03125
43.0688877742,-96.9873046875
43.4529188936,-95.712890625
43.1651226316,-90.263671875
41.8040781443,-89.6484375
43.6440258477,-89.6044921875
45.7061792853,-88.505859375
45.7061792853,-90.2197265625
44.5591634153,-91.7578125
39.1641410477,-86.5942382813
39.6395375644,-87.978515625
40.2962865171,-84.2431640625
39.2662844221,-84.5727539063
40.0612565814,-85.8032226563
39.8760194196,-88.6376953125
39.385263811,-89.3188476563
39.7240885773,-89.9780273438
41.145569731,-91.494140625
41.8040781443,-90.2856445313
41.0627860687,-87.7368164063
41.2612914939,-86.0229492188
40.513799155,-82.8149414063
38.3588878587,-82.2216796875
38.2381801198,-80.7275390625
37.7012073647,-81.9580078125
36.9498917868,-81.9580078125
36.1023764487,-80.7495117188
36.650792525,-82.880859375
35.119908571,-82.0678710938
35.4785649954,-89.12109375
35.4785649954,-88.1762695313
34.4159733845,-87.802734375
33.2294981414,-88.6376953125
31.7655374095,-86.2646484375
32.657875737,-83.2983398438
34.5065566216,-81.5405273438
36.3859127729,-82.6391601563
37.2827946491,-82.9467773438
39.9771200984,-98.0419921875
38.3416561928,-98.4814453125
41.409775832,-92.7685546875
45.583289756,-90.615234375
45.6447682178,-91.7578125
47.0102256557,-91.8017578125
47.9899216674,-93.4716796875
47.8131545175,-96.4599609375
47.1897124645,-95.4052734375
48.5747899109,-95.4052734375
47.9605023889,-92.98828125
47.2494069579,-92.4169921875
47.9899216674,-91.23046875
47.8721439689,-90.17578125
45.6754821756,-86.220703125
46.1950421087,-87.0556640625
45.7368595474,-87.5390625
44.0244215197,-88.5498046875
44.4965053311,-90.87890625
43.5485481109,-91.8017578125
42.972501586,-92.3291015625
43.1651226316,-93.515625
42.4234565179,-84.814453125
41.574361306,-84.7705078125
44.3081266849,-95.3173828125
45.7675229621,-95.537109375
44.8091217001,-95.4052734375
46.437856895,-93.515625
47.4578085308,-93.955078125
44.9336963897,-93.9111328125
42.908160072,-94.6142578125
46.2254528823,-88.9453125
46.2558468185,-89.4287109375
45.213003556,-89.6044921875
45.0580014354,-88.9013671875
42.0982224112,-92.373046875
42.5206995291,-93.9111328125
41.9349765005,-96.6796875
42.1308213019,-96.0205078125
41.3438245812,-96.0205078125
40.6139524412,-97.20703125
39.9097362345,-90.703125
41.0462168145,-89.296875
42.908160072,-88.681640625
42.8437513263,-89.6044921875
38.68550976,-91.93359375
37.7533440131,-90.791015625
36.4919734706,-91.5380859375
38.7540832758,-86.1328125
37.0200982014,-86.8359375
36.7388841244,-87.9345703125
35.1378791196,-84.6826171875
31.8775576433,-89.82421875
31.0152789817,-92.98828125
31.0152789817,-86.0009765625
31.1281992991,-83.1884765625
32.5097617359,-85.78125
40.7805414319,-94.5703125
39.6056881783,-92.373046875
41.4756602003,-83.5400390625
43.8662180066,-84.0234375
45.182036837,-83.935546875
44.9958826182,-84.814453125
44.1191415164,-85.60546875
43.1971672825,-85.60546875
43.1971672825,-84.462890625
40.0780714275,-80.9033203125
38.9594087925,-78.75
41.145569731,-78.837890625
42.1308213019,-78.486328125
32.9533681458,-87.4951171875
31.466153715,-88.505859375
31.6907818061,-91.23046875
32.3242755889,-92.724609375
37.3002752813,-92.8564453125
37.2303283876,-95.44921875
34.1981730963,-96.240234375
36.3151251475,-88.9013671875
35.8890500794,-91.845703125
35.9957853864,-92.8125
39.2662844221,-98.6572265625
41.7713116798,-98.61328125
42.4883019796,-100.3271484375
40.4803814291,-98.4375
40.1452892957,-99.140625
43.9295499356,-93.9111328125
37.5794125134,-84.462890625
37.6838203267,-83.935546875
46.1950421087,-92.1533203125
45.9511496867,-93.4716796875
46.5588603031,-94.9658203125
47.6357835909,-91.7138671875
48.166085419,-96.240234375
48.2831928955,-98.876953125
49.0378679453,-99.1845703125
49.0090508094,-97.734375
48.0487099429,-97.3828125
48.6909603909,-102.3046875
48.9224992638,-105.732421875
48.3708477024,-106.5234375
48.8068634611,-107.578125
48.9802169854,-109.6435546875
42.4234565179,-90.87890625
33.58,-85.85
32.67,-85.44
33.57,-86.75
32.90,-87.25
31.32,-85.45
31.28,-85.72
33.97,-86.09
34.65,-86.77
32.38,-86.37
30.68,-88.25
30.63,-88.07
32.30,-86.40
34.75,-87.62
32.34,-86.99
31.87,-86.02
33.23,-87.62
32.17,-110.88
33.68,-112.08
31.45,-109.60
33.47,-111.73
35.13,-111.67
31.60,-110.35
33.55,-113.17
33.42,-112.38
35.95,-112.15
35.27,-113.95
33.53,-112.38
36.93,-111.45
34.23,-111.33
33.43,-112.02
34.65,-112.43
32.82,-109.68
33.62,-111.92
34.27,-110.00
34.27,-110.00
32.12,-110.93
33.30,-111.67
35.02,-110.73
33.10,-115.00
32.65,-114.62
32.85,-114.40
35.97,-89.95
33.52,-92.40
33.22,-92.80
36.00,-94.17
35.33,-94.37
36.27,-93.15
34.48,-93.10
35.83,-90.65
35.22,-92.38
34.92,-92.15
34.83,-92.25
34.17,-91.93
36.18,-94.13
33.45,-94.00
36.13,-90.93
37.78,-122.32
41.48,-120.53
40.98,-124.10
35.43,-119.05
39.13,-121.45
33.93,-116.95
35.28,-116.62
34.27,-116.68
37.60,-118.60
39.28,-120.70
33.62,-114.72
34.20,-118.37
33.30,-117.35
32.62,-116.47
33.13,-117.28
37.38,-120.57
39.78,-121.85
35.68,-117.68
33.97,-117.63
37.98,-122.05
41.78,-124.23
34.87,-116.78
34.90,-117.88
32.82,-115.68
34.08,-118.03
33.67,-117.73
41.33,-124.28
36.00,-121.32
36.68,-121.77
36.77,-119.72
33.87,-117.97
34.58,-117.38
33.92,-118.33
37.65,-122.12
32.83,-115.57
32.57,-117.12
34.10,-117.78
38.90,-120.00
34.73,-118.22
36.33,-119.95
37.70,-121.82
33.82,-118.15
33.78,-118.05
33.93,-118.40
37.63,-118.92
33.88,-117.27
39.10,-121.57
38.57,-121.30
38.67,-121.40
37.28,-120.52
32.87,-117.15
37.63,-120.95
37.42,-122.05
35.05,-118.15
41.73,-122.53
36.58,-121.85
41.32,-122.32
34.23,-118.07
38.22,-122.28
34.77,-114.62
32.70,-117.20
34.10,-117.23
37.73,-122.22
34.05,-117.62
34.20,-119.20
33.83,-116.50
35.05,-118.13
37.47,-122.12
35.67,-120.63
37.83,-122.83
34.12,-119.12
39.58,-124.22
34.95,-121.12
35.67,-121.28
36.12,-121.47
40.15,-122.25
40.50,-122.30
33.95,-117.45
38.52,-121.50
38.70,-121.60
36.67,-121.60
37.52,-122.25
33.42,-117.62
33.02,-118.58
32.82,-117.13
32.73,-117.17
32.57,-116.98
32.57,-116.98
32.82,-116.97
37.75,-122.68
37.62,-122.38
37.37,-121.92
37.33,-121.82
35.23,-120.65
33.38,-117.58
34.03,-120.40
33.25,-119.45
34.75,-118.73
33.67,-117.88
34.43,-119.83
34.90,-120.45
34.02,-118.45
38.52,-122.82
40.03,-124.07
41.78,-122.47
37.90,-121.25
35.33,-117.10
40.63,-120.95
33.63,-116.17
33.80,-118.33
38.27,-121.93
39.32,-120.13
33.70,-117.83
34.28,-116.15
39.13,-123.20
34.22,-118.48
35.20,-120.95
35.20,-120.95
36.32,-119.40
39.52,-105.35
40.17,-103.22
37.45,-105.87
39.22,-106.87
39.90,-105.12
39.72,-104.75
38.82,-104.72
37.30,-108.63
40.50,-107.53
39.75,-104.87
37.15,-107.75
39.65,-106.92
39.57,-104.83
38.68,-104.77
39.57,-105.50
40.45,-105.02
40.58,-105.08
39.12,-108.53
40.43,-104.63
38.55,-106.93
38.55,-106.92
38.05,-103.52
38.12,-102.60
39.25,-106.30
39.18,-103.70
38.50,-107.88
38.50,-107.88
38.28,-104.52
39.53,-107.80
38.53,-106.05
40.48,-106.82
37.25,-104.33
40.00,-105.87
41.17,-73.13
41.37,-73.48
41.33,-72.0
41.73,-72.6
41.22,-72.6
41.27,-72.8
41.27,-72.9
41.30,-72.0
41.93,-72.6
39.13,-75.4
39.67,-75.6
38.95,-77.4
38.85,-77.0
29.73,-85.0
29.12,-81.5
28.08,-81.5
28.47,-80.5
30.22,-81.8
30.78,-86.5
29.62,-83.1
29.18,-81.0
30.65,-86.5
30.48,-86.5
27.60,-82.7
26.13,-80.1
26.58,-81.8
26.07,-80.1
26.65,-81.8
29.68,-82.2
25.48,-80.3
30.43,-86.6
30.33,-81.5
30.50,-81.7
30.23,-81.6
24.55,-81.7
24.57,-81.6
28.03,-81.9
27.85,-82.5
30.84,-85.1
30.40,-81.4
28.10,-80.6
25.82,-80.2
25.92,-80.2
25.65,-80.4
26.13,-81.8
28.62,-80.6
28.43,-81.3
28.55,-81.3
30.20,-85.6
28.23,-80.6
30.35,-87.3
30.47,-87.2
27.97,-82.6
27.92,-82.6
28.78,-81.2
27.40,-82.5
30.38,-84.3
27.97,-82.5
28.52,-80.8
30.07,-85.5
27.65,-80.4
26.68,-80.1
30.72,-87.0
31.53,-84.1
31.53,-82.5
33.95,-83.3
33.65,-84.4
33.65,-84.4
33.88,-84.3
33.78,-84.5
33.37,-81.9
31.15,-81.3
32.52,-84.9
33.92,-84.5
34.53,-84.8
32.33,-85.0
31.88,-81.5
32.02,-81.1
33.01,-85.0
32.70,-83.6
30.97,-83.2
32.63,-83.6
34.35,-85.1
32.13,-81.2
30.78,-83.2
31.25,-82.4
43.57,-116.2
42.53,-113.7
44.52,-114.2
47.77,-116.82
45.82,-115.4
43.00,-115.1
45.92,-116.1
43.52,-112.0
46.38,-117.0
42.17,-112.3
42.30,-113.3
44.88,-116.1
43.05,-115.8
47.47,-115.8
42.92,-112.6
45.18,-113.9
45.17,-114.4
42.65,-111.5
43.50,-114.3
42.48,-114.4
38.88,-90.0
41.77,-88.3
38.57,-90.1
40.48,-88.9
41.16,-89.6
37.07,-89.2
37.78,-89.2
38.51,-89.0
40.03,-88.2
41.90,-87.6
41.87,-87.6
41.78,-87.7
41.98,-87.90
40.20,-87.6
41.93,-88.7
39.83,-88.8
41.92,-88.2
40.93,-90.4
42.08,-87.8
41.07,-87.8
40.52,-90.6
37.75,-89.0
41.37,-88.6
39.48,-88.2
41.45,-90.5
38.32,-88.8
40.67,-89.6
39.93,-91.2
42.20,-89.1
38.63,-88.9
38.55,-89.8
39.85,-89.6
41.74,-89.6
39.53,-89.3
38.99,-89.1
39.38,-86.5
39.13,-86.6
41.72,-86.0
38.05,-87.5
41.00,-85.2
41.62,-87.4
40.65,-86.1
39.73,-86.2
40.23,-85.3
41.70,-86.3
39.45,-87.3
40.42,-86.9
40.78,-91.1
41.88,-91.7
41.53,-93.6
42.40,-90.7
43.40,-94.7
42.55,-94.1
40.62,-93.9
43.15,-93.3
41.10,-92.4
42.40,-96.3
43.17,-95.1
42.55,-92.4
37.67,-95.4
37.75,-97.22
39.55,-97.6
37.77,-99.9
37.00,-101.8
38.33,-96.2
39.37,-94.9
39.05,-96.7
37.93,-100.7
39.37,-101.7
38.85,-99.2
39.38,-99.8
38.07,-97.8
38.82,-94.8
37.05,-100.9
39.15,-96.6
37.62,-97.2
37.30,-98.5
38.85,-94.9
38.87,-98.8
38.80,-97.6
39.07,-95.6
38.95,-95.6
37.65,-97.4
36.97,-86.4
36.67,-87.5
37.90,-85.9
37.60,-83.3
38.05,-85.0
37.08,-84.0
38.23,-85.6
38.18,-85.7
37.75,-87.1
37.07,-88.7
37.48,-82.5
31.38,-92.3
32.50,-93.6
30.53,-91.1
29.55,-89.6
29.78,-93.3
31.22,-92.9
31.33,-92.5
28.47,-91.78
31.05,-93.2
29.18,-90.0
28.22,-93.7
28.13,-94.4
29.57,-90.6
29.73,-92.1
30.20,-92.0
30.12,-93.2
29.70,-91.1
28.78,-89.0
32.52,-92.0
29.70,-91.2
30.03,-91.8
29.98,-90.2
29.83,-90.0
30.03,-90.0
28.30,-91.9
32.52,-93.7
32.47,-93.8
30.35,-89.8
44.32,-69.8
44.80,-68.8
44.45,-68.3
43.88,-69.9
46.87,-68.0
45.45,-69.5
45.78,-69.6
46.13,-67.7
46.95,-67.8
43.65,-70.3
46.68,-68.0
44.07,-69.1
44.88,-70.8
38.82,-76.8
39.18,-76.6
39.18,-76.6
39.33,-76.4
39.08,-76.7
39.70,-77.7
38.55,-75.1
38.28,-76.4
39.47,-76.1
38.33,-75.5
42.47,-71.2
42.58,-70.9
42.37,-71.0
41.78,-70.5
41.67,-69.9
42.57,-71.6
41.67,-70.2
42.72,-71.1
41.40,-70.6
41.25,-70.0
41.68,-70.9
42.18,-71.1
41.65,-70.5
42.26,-73.1
42.15,-70.9
42.17,-72.7
42.20,-72.5
42.27,-71.8
45.07,-83.5
42.22,-83.7
42.30,-85.2
42.13,-86.4
46.25,-84.4
43.07,-85.9
47.47,-87.8
42.42,-83.0
42.23,-83.3
45.73,-87.0
42.97,-83.7
42.88,-85.5
47.17,-88.5
43.83,-82.5
44.37,-84.6
45.82,-88.1
46.53,-90.1
42.27,-84.4
42.23,-85.5
42.77,-84.6
44.27,-86.2
46.88,-87.9
45.12,-87.6
43.17,-86.2
45.57,-84.8
42.67,-83.4
43.53,-84.0
46.47,-84.3
46.35,-87.4
42.62,-82.8
45.92,-85.9
44.73,-85.5
44.45,-83.4
42.23,-83.5
43.68,-93.3
45.87,-95.3
47.50,-94.9
46.40,-94.1
46.82,-95.8
46.83,-92.1
47.90,-91.8
43.65,-94.4
46.30,-96.0
47.22,-93.5
47.38,-92.8
48.57,-93.3
45.13,-94.5
44.22,-93.9
44.45,-95.8
44.83,-93.4
45.07,-93.3
44.88,-93.2
46.90,-95.0
46.60,-94.3
44.55,-95.0
43.92,-92.5
44.93,-93.0
45.55,-94.0
48.07,-96.1
47.58,-90.8
48.93,-95.3
43.65,-95.5
33.65,-88.4
33.45,-88.5
33.48,-90.9
33.50,-90.0
30.40,-89.0
31.47,-89.3
32.32,-90.0
30.42,-88.9
31.67,-89.1
31.18,-90.4
32.55,-88.5
32.33,-88.7
31.62,-91.2
34.39,-89.5
34.27,-88.7
38.82,-92.2
37.23,-89.5
37.75,-92.1
38.60,-92.1
37.17,-94.5
39.32,-94.7
39.12,-94.6
40.10,-92.5
37.33,-94.3
35.66,-95.3
36.77,-90.4
38.85,-94.5
40.25,-93.7
37.23,-93.3
40.28,-95.5
38.75,-90.3
38.65,-90.6
38.13,-91.7
37.22,-92.4
36.88,-91.9
38.73,-93.5
45.80,-108.5
45.78,-111.1
45.67,-105.6
45.95,-112.5
48.60,-112.3
45.25,-112.5
46.67,-113.1
48.22,-106.6
47.13,-104.8
47.48,-111.3
46.43,-109.8
48.55,-109.7
46.60,-112.0
47.33,-106.9
48.30,-114.2
47.05,-109.4
45.70,-110.4
47.50,-111.1
46.43,-105.8
46.92,-114.0
44.57,-112.3
47.72,-104.1
47.60,-115.3
44.65,-111.1
44.68,-111.1
48.10,-105.5
42.58,-99.9
42.05,-102.8
40.32,-96.7
41.43,-99.6
41.78,-99.1
42.83,-103.0
41.45,-97.3
40.87,-100.0
